,created_at,text,entities,public_metrics,union
1439,2022-10-03T20:01:36.000Z,"Learn #leadership and communication skills to meet the challenges and opportunities of today’s #health care environment at ANA’s virtual New #Nurse #Manager Basics Workshop, November 14-15. Register today - https://t.co/2qK67hyMSJ #nursing https://t.co/OepIOTbNyE","{'annotations': [{'start': 123, 'end': 125, 'probability': 0.6539, 'type': 'Organization', 'normalized_text': 'ANA'}], 'hashtags': [{'start': 6, 'end': 17, 'tag': 'leadership'}, {'start': 95, 'end': 102, 'tag': 'health'}, {'start': 141, 'end': 147, 'tag': 'Nurse'}, {'start': 148, 'end': 156, 'tag': 'Manager'}, {'start': 231, 'end': 239, 'tag': 'nursing'}], 'urls': [{'start': 207, 'end': 230, 'url': 'https://t.co/2qK67hyMSJ', 'expanded_url': 'https://hubs.ly/Q01l1mrP0', 'display_url': 'hubs.ly/Q01l1mrP0', 'status': 200, 'title': '2022 New Nurse Manager Workshop', 'description': 'Join us for this special two-day virtual workshop that will deliver everything you need to succeed as a new nurse manager.', 'unwound_url': 'https://pages.nursingworld.org/nurse-manager-workshops2022?utm_campaign=382154_2022_New_Nurse_Manager_CCE_1008&utm_source=twitter&utm_medium=social&utm_content=1200X675_REGISTER_RN'}, {'start': 240, 'end': 263, 'url': 'https://t.co/OepIOTbNyE', 'expanded_url': 'https://twitter.com/ANANursingWorld/status/1577026098432442369/photo/1', 'display_url': 'pic.twitter.com/OepIOTbNyE', 'media_key': '3_1577026095169273909'}]}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0, 'impression_count': 0}",ANANursingWorld
1459,2022-10-03T17:18:12.000Z,A serial abuser of labor and environmental law. That he only received one year in prison for conspiracy in the wake of the #UBB disaster remains an outrage.  https://t.co/ieumTiaJow,"{'urls': [{'start': 158, 'end': 181, 'url': 'https://t.co/ieumTiaJow', 'expanded_url': 'https://apnews.com/article/b4883d6e899f989b229a1600285fd4f3', 'display_url': 'apnews.com/article/b4883d…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1617260094953078786/Qio28HhG?format=jpg&name=orig', 'width': 1842, 'height': 1228}, {'url': 'https://pbs.twimg.com/news_img/1617260094953078786/Qio28HhG?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'title': 'Supreme Court leaves Don Blankenship conviction in place', 'description': ""WASHINGTON (AP) — The Supreme Court says it won't review the conviction of former coal CEO Don Blankenship, who was found guilty of conspiring to violate safety standards at West Virginia’s Upper Big Branch mine before the 2010 explosion that killed 29 men ."", 'unwound_url': 'https://apnews.com/article/us-supreme-court-decisions-coal-mining-don-blankenship-government-and-politics-b4883d6e899f989b229a1600285fd4f3'}], 'hashtags': [{'start': 123, 'end': 127, 'tag': 'UBB'}], 'annotations': [{'start': 124, 'end': 126, 'probability': 0.4941, 'type': 'Other', 'normalized_text': 'UBB'}]}","{'retweet_count': 11, 'reply_count': 1, 'like_count': 17, 'quote_count': 2, 'impression_count': 0}",MineWorkers
1468,2022-10-03T15:44:15.000Z,Want a career saving the planet? Become an electrician. https://t.co/KBa8kIl658,"{'urls': [{'start': 56, 'end': 79, 'url': 'https://t.co/KBa8kIl658', 'expanded_url': 'https://wapo.st/3dWWWVz', 'display_url': 'wapo.st/3dWWWVz', 'images': [{'url': 'https://pbs.twimg.com/news_img/1619061225333133335/LGiI1a99?format=jpg&name=orig', 'width': 1440, 'height': 960}, {'url': 'https://pbs.twimg.com/news_img/1619061225333133335/LGiI1a99?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Want a career saving the planet? Become an electrician.', 'description': 'Installing all of the solar panels, the heat pumps and transmission lines needed for the clean energy transition will require something that the United States currently doesn’t have: lots and lots of electricians.', 'unwound_url': 'https://www.washingtonpost.com/climate-environment/2022/10/03/want-career-saving-planet-become-an-electrician/?utm_medium=email'}]}","{'retweet_count': 28, 'reply_count': 1, 'like_count': 68, 'quote_count': 3, 'impression_count': 0}",IBEW
1477,2022-10-03T14:14:24.000Z,"Hurricanes Fiona &amp; Ian devastated large parts of Puerto Rico and Florida and have caused extensive damage in the Carolinas. 

Your contributions to the D3 Disaster Relief Fund will go directly to assist CWA members who have been affected by this disaster.
https://t.co/ItEqFHWyxt","{'urls': [{'start': 260, 'end': 283, 'url': 'https://t.co/ItEqFHWyxt', 'expanded_url': 'https://actionnetwork.org/fundraising/help-cwa-members-devastated-by-hurricanes-fiona-and-ian/', 'display_url': 'actionnetwork.org/fundraising/he…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1576938726600904705/gHU5F02T?format=jpg&name=orig', 'width': 1200, 'height': 627}, {'url': 'https://pbs.twimg.com/news_img/1576938726600904705/gHU5F02T?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': ""I'm Helping CWA Members Recover from Hurricanes Fiona and Ian"", 'description': 'Your contributions to the D3 Disaster Relief Fund will help CWA members in Puerto Rico the Southeastern U.S. who have been affected by these disasters.', 'unwound_url': 'https://actionnetwork.org/fundraising/help-cwa-members-devastated-by-hurricanes-fiona-and-ian/'}], 'annotations': [{'start': 11, 'end': 15, 'probability': 0.5987, 'type': 'Person', 'normalized_text': 'Fiona'}, {'start': 23, 'end': 25, 'probability': 0.6443, 'type': 'Person', 'normalized_text': 'Ian'}, {'start': 53, 'end': 63, 'probability': 0.9665, 'type': 'Place', 'normalized_text': 'Puerto Rico'}, {'start': 69, 'end': 75, 'probability': 0.9863, 'type': 'Place', 'normalized_text': 'Florida'}, {'start': 117, 'end': 125, 'probability': 0.613, 'type': 'Place', 'normalized_text': 'Carolinas'}, {'start': 168, 'end': 178, 'probability': 0.5134, 'type': 'Other', 'normalized_text': 'Relief Fund'}, {'start': 207, 'end': 209, 'probability': 0.6393, 'type': 'Organization', 'normalized_text': 'CWA'}]}","{'retweet_count': 20, 'reply_count': 0, 'like_count': 18, 'quote_count': 0, 'impression_count': 0}",CWAUnion
1501,2022-10-02T15:00:46.000Z,Are you planning to take a certification exam? Assess your knowledge with ANCC’s new Readiness Tests. Experience a simulated test environment that is timed and live-proctored. Both in-person and remote options are available. Learn more. https://t.co/aF5b4LyTYA https://t.co/HqZyB0RPf0,"{'urls': [{'start': 237, 'end': 260, 'url': 'https://t.co/aF5b4LyTYA', 'expanded_url': 'https://hubs.ly/Q01n5pgB0', 'display_url': 'hubs.ly/Q01n5pgB0', 'status': 200, 'title': 'Readiness Tests', 'description': 'Ease testing anxiety and evaluate your preparedness for the ANCC certification exams. Readiness Tests allow you to assess your knowledge comprehensively or in a focused content domain, experience the timed, live-proctored testing environment, and receive valuable performance feedback before taking your certification exam. The American Nurses Foundation is a separate charitable organization under Section 501(c)(3) of the Internal Revenue Code. The Foundation does not engage in political campaign activities', 'unwound_url': 'https://www.nursingworld.org/certification/readiness-tests/?utm_campaign=385200_2022ANCCMeasurementServicesReadinessTests_AUG_3010_&utm_source=twitter&utm_medium=social&utm_content=APRN_CCN_1200X628_LM'}, {'start': 261, 'end': 284, 'url': 'https://t.co/HqZyB0RPf0', 'expanded_url': 'https://twitter.com/ANANursingWorld/status/1576588006072500231/photo/1', 'display_url': 'pic.twitter.com/HqZyB0RPf0', 'media_key': '3_1576588002293415937'}], 'annotations': [{'start': 74, 'end': 77, 'probability': 0.8315, 'type': 'Organization', 'normalized_text': 'ANCC'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0, 'impression_count': 0}",ANANursingWorld
1511,2022-10-01T20:02:34.000Z,"In the devastating wake of Hurricane Ian, one of the strongest ever to hit Florida, International President John Costa convened a zoom with the Local leaders of the Florida State Conference Board to check on our members and families and offer assistance. #1u https://t.co/1Lh80osunx","{'urls': [{'start': 259, 'end': 282, 'url': 'https://t.co/1Lh80osunx', 'expanded_url': 'https://twitter.com/ATUComm/status/1576301567950860288/photo/1', 'display_url': 'pic.twitter.com/1Lh80osunx', 'media_key': '3_1576301561654943745'}, {'start': 259, 'end': 282, 'url': 'https://t.co/1Lh80osunx', 'expanded_url': 'https://twitter.com/ATUComm/status/1576301567950860288/photo/1', 'display_url': 'pic.twitter.com/1Lh80osunx', 'media_key': '3_1576301561667534850'}, {'start': 259, 'end': 282, 'url': 'https://t.co/1Lh80osunx', 'expanded_url': 'https://twitter.com/ATUComm/status/1576301567950860288/photo/1', 'display_url': 'pic.twitter.com/1Lh80osunx', 'media_key': '3_1576301561529176064'}, {'start': 259, 'end': 282, 'url': 'https://t.co/1Lh80osunx', 'expanded_url': 'https://twitter.com/ATUComm/status/1576301567950860288/photo/1', 'display_url': 'pic.twitter.com/1Lh80osunx', 'media_key': '3_1576301561533399044'}], 'hashtags': [{'start': 255, 'end': 258, 'tag': '1u'}], 'annotations': [{'start': 27, 'end': 39, 'probability': 0.3875, 'type': 'Other', 'normalized_text': 'Hurricane Ian'}, {'start': 75, 'end': 81, 'probability': 0.978, 'type': 'Place', 'normalized_text': 'Florida'}, {'start': 108, 'end': 117, 'probability': 0.9587, 'type': 'Person', 'normalized_text': 'John Costa'}, {'start': 165, 'end': 188, 'probability': 0.492, 'type': 'Organization', 'normalized_text': 'Florida State Conference'}]}","{'retweet_count': 3, 'reply_count': 1, 'like_count': 8, 'quote_count': 0, 'impression_count': 0}",ATUComm
1546,2022-09-30T19:09:02.000Z,"From the VA to the Social Security Administration to the USDA and FEMA, federal employees perform critical and important work on behalf of everyone who calls this nation home. #1u https://t.co/D1zPCSDUaK","{'urls': [{'start': 180, 'end': 203, 'url': 'https://t.co/D1zPCSDUaK', 'expanded_url': 'https://twitter.com/AFGENational/status/1575925705229180929/photo/1', 'display_url': 'pic.twitter.com/D1zPCSDUaK', 'media_key': '3_1575925701940846592'}], 'hashtags': [{'start': 176, 'end': 179, 'tag': '1u'}], 'annotations': [{'start': 26, 'end': 33, 'probability': 0.4827, 'type': 'Organization', 'normalized_text': 'Security'}, {'start': 57, 'end': 60, 'probability': 0.5022, 'type': 'Organization', 'normalized_text': 'USDA'}, {'start': 66, 'end': 69, 'probability': 0.4294, 'type': 'Organization', 'normalized_text': 'FEMA'}]}","{'retweet_count': 4, 'reply_count': 2, 'like_count': 14, 'quote_count': 1, 'impression_count': 0}",AFGENational
1560,2022-09-30T16:12:19.000Z,"Machinists at John Deere in Wisconsin ratify a new 4-year contract... Congrats on the new deal, Local 873 ⚙️💪 https://t.co/xjAFDh2BvD","{'urls': [{'start': 110, 'end': 133, 'url': 'https://t.co/xjAFDh2BvD', 'expanded_url': 'https://www.ourquadcities.com/news/local-news/deere-workers-in-wisconsin-approve-contract/', 'display_url': 'ourquadcities.com/news/local-new…', 'status': 200, 'title': 'Deere workers in Wisconsin approve contract', 'description': 'The International Association of Machinists and Aerospace Workers (IAM) has informed Deere & Company that its production and maintenance employees have voted to ratify a new four-year collectiv…', 'unwound_url': 'https://www.ourquadcities.com/news/local-news/deere-workers-in-wisconsin-approve-contract/'}], 'annotations': [{'start': 14, 'end': 23, 'probability': 0.7678, 'type': 'Person', 'normalized_text': 'John Deere'}, {'start': 28, 'end': 36, 'probability': 0.9576, 'type': 'Place', 'normalized_text': 'Wisconsin'}]}","{'retweet_count': 11, 'reply_count': 0, 'like_count': 33, 'quote_count': 0, 'impression_count': 0}",MachinistsUnion
1564,2022-09-30T15:58:02.000Z,You can help our brothers and sisters who have been affected by Hurricane Ian and Hurricane Fiona with a contribution to the NALC Disaster Relief Foundation. We're now accepting credit card donations online. https://t.co/gBPkjNtian https://t.co/pE0v6j7lVR,"{'urls': [{'start': 208, 'end': 231, 'url': 'https://t.co/gBPkjNtian', 'expanded_url': 'http://nalc.org/disaster', 'display_url': 'nalc.org/disaster', 'images': [{'url': 'https://pbs.twimg.com/news_img/1606668593327968256/CuxW0yUK?format=png&name=orig', 'width': 1200, 'height': 627}, {'url': 'https://pbs.twimg.com/news_img/1606668593327968256/CuxW0yUK?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'NALC Disaster Relief Foundation', 'description': 'An NALC sponsored foundation whose mission is to alleviate the suffering of members affected by natural disasters, including earthquakes, tornadoes, hurricanes and wildfires.', 'unwound_url': 'https://www.nalc.org/member-benefits/nalc-disaster-relief-foundation'}, {'start': 232, 'end': 255, 'url': 'https://t.co/pE0v6j7lVR', 'expanded_url': 'https://twitter.com/NALC_National/status/1575877638513725444/photo/1', 'display_url': 'pic.twitter.com/pE0v6j7lVR', 'media_key': '3_1575877635837726727'}], 'annotations': [{'start': 64, 'end': 76, 'probability': 0.606, 'type': 'Other', 'normalized_text': 'Hurricane Ian'}, {'start': 82, 'end': 96, 'probability': 0.7014, 'type': 'Other', 'normalized_text': 'Hurricane Fiona'}, {'start': 125, 'end': 155, 'probability': 0.6782, 'type': 'Other', 'normalized_text': 'NALC Disaster Relief Foundation'}]}","{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0, 'impression_count': 0}",NALC_National
1565,2022-09-30T15:57:18.000Z,The entire UA and our local unions are working together to provide aid and relief to our Brothers and Sisters impacted by Hurricane Ian. Our thoughts and prayers are with all of those affected by the devastating storm.,"{'annotations': [{'start': 11, 'end': 12, 'probability': 0.3356, 'type': 'Other', 'normalized_text': 'UA'}, {'start': 122, 'end': 134, 'probability': 0.4713, 'type': 'Other', 'normalized_text': 'Hurricane Ian'}]}","{'retweet_count': 7, 'reply_count': 5, 'like_count': 29, 'quote_count': 0, 'impression_count': 0}",UAPipeTrades
1592,2022-09-29T21:10:01.000Z,"#Teamsters applaud the House for passing H.R. 7321, the Global Aircraft Maintenance Safety Improvement Act, legislation will remove incentives for airlines to offshore maintenance jobs.

We will continue our fight to make certain this important legislation is enacted into law #1u https://t.co/MyzVv33zhC","{'urls': [{'start': 281, 'end': 304, 'url': 'https://t.co/MyzVv33zhC', 'expanded_url': 'https://twitter.com/HouseDailyPress/status/1575583074804412417', 'display_url': 'twitter.com/HouseDailyPres…'}], 'hashtags': [{'start': 0, 'end': 10, 'tag': 'Teamsters'}, {'start': 277, 'end': 280, 'tag': '1u'}]}","{'retweet_count': 4, 'reply_count': 0, 'like_count': 10, 'quote_count': 0, 'impression_count': 0}",Teamsters
1600,2022-09-29T19:16:17.000Z,Please read this update on Hurricane Ian and our active and retired members in Florida.  #Solidarity https://t.co/EVsNjozH15,"{'urls': [{'start': 101, 'end': 124, 'url': 'https://t.co/EVsNjozH15', 'expanded_url': 'https://twitter.com/UAW/status/1575565145694404610/photo/1', 'display_url': 'pic.twitter.com/EVsNjozH15', 'media_key': '3_1575564769163182093'}], 'annotations': [{'start': 27, 'end': 39, 'probability': 0.3456, 'type': 'Place', 'normalized_text': 'Hurricane Ian'}, {'start': 79, 'end': 85, 'probability': 0.9906, 'type': 'Place', 'normalized_text': 'Florida'}], 'hashtags': [{'start': 89, 'end': 100, 'tag': 'Solidarity'}]}","{'retweet_count': 3, 'reply_count': 1, 'like_count': 15, 'quote_count': 0, 'impression_count': 0}",UAW
1619,2022-09-29T16:37:01.000Z,"Every person—regardless of race or zip code—needs equal access to basic necessities, like potable water. 

Students, educators, and community members in Jackson deserve better from their leaders. https://t.co/C0kkkMr1XO","{'urls': [{'start': 196, 'end': 219, 'url': 'https://t.co/C0kkkMr1XO', 'expanded_url': 'https://naacp.org/articles/naacp-files-discrimination-complaint-mishandling-jackson-water-crisis', 'display_url': 'naacp.org/articles/naacp…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1599433998652305408/oh0vgqod?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1599433998652305408/oh0vgqod?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'NAACP Files Discrimination Complaint for Mishandling of Jackson Water Crisis', 'description': 'NAACP Files Discrimination Complaint for Mishandling of Jackson Water Crisis', 'unwound_url': 'https://naacp.org/articles/naacp-files-discrimination-complaint-mishandling-jackson-water-crisis'}], 'annotations': [{'start': 153, 'end': 159, 'probability': 0.9498, 'type': 'Place', 'normalized_text': 'Jackson'}]}","{'retweet_count': 4, 'reply_count': 1, 'like_count': 9, 'quote_count': 0, 'impression_count': 0}",NEAToday
1627,2022-09-29T15:13:04.000Z,"Our thoughts are with our brothers and sisters who have been affected by Hurricane Ian. If you need emergency assistance, please fill out an NALC DRF grant application and contact Christina Vela Davidson (cdavidson@nalc.org) or Anthony Ali (ali@nalc.org). https://t.co/qZG2TDdcx3","{'urls': [{'start': 256, 'end': 279, 'url': 'https://t.co/qZG2TDdcx3', 'expanded_url': 'https://nalc-info.org/drf-grant-application', 'display_url': 'nalc-info.org/drf-grant-appl…', 'status': 200, 'unwound_url': 'https://www.nalc.org/community-service/body/NALC-Disaster-Foundation-Grant-Form-2-fillable-2021-revised-002.pdf'}], 'annotations': [{'start': 73, 'end': 85, 'probability': 0.6256, 'type': 'Other', 'normalized_text': 'Hurricane Ian'}, {'start': 141, 'end': 148, 'probability': 0.4814, 'type': 'Organization', 'normalized_text': 'NALC DRF'}, {'start': 180, 'end': 202, 'probability': 0.6555, 'type': 'Other', 'normalized_text': 'Christina Vela Davidson'}, {'start': 228, 'end': 238, 'probability': 0.6302, 'type': 'Person', 'normalized_text': 'Anthony Ali'}]}","{'retweet_count': 9, 'reply_count': 1, 'like_count': 25, 'quote_count': 0, 'impression_count': 0}",NALC_National
